"OBÈINE","SKD DEJAVNOST","2021 (zaèasni podatki)"
"Cerknica","L Poslovanje z nepremièninami",520151
"Cerknica","M Strokovne, znanstvene in tehniène dejavnosti",164401
"Cerknica","N Druge raznovrstne poslovne dejavnosti",33106
"Cerknica","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",395800
"Cerknica","P Izobraževanje",487118
"Cerknica","Q Zdravstvo in socialno varstvo",635790
"Cerknica","R Kulturne, razvedrilne in rekreacijske dejavnosti",83328
"Cerknica","S Druge dejavnosti",70977
"Cerknica","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Cerknica","U Dejavnost eksteritorialnih organizacij in teles",0
"Cerknica","X Neznano",187383
"Cerkno","SKD Dejavnost - SKUPAJ",36141928
"Cerkno","A Kmetijstvo in lov, gozdarstvo, ribištvo",10613
"Cerkno","B Rudarstvo",122711
"Cerkno","C Predelovalne dejavnosti",32126258
"Cerkno","D Oskrba z elektrièno energijo, plinom in paro",52901
"Cerkno","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",0
"Cerkno","F Gradbeništvo",7818
"Cerkno","G Trgovina, vzdrževanje in popravila motornih vozil",446330
"Cerkno","H Promet in skladišèenje",34189
"Cerkno","I Gostinstvo",2148819
"Cerkno","J Informacijske in komunikacijske dejavnosti",363558
"Cerkno","K Finanène in zavarovalniške dejavnosti",24299
"Cerkno","L Poslovanje z nepremièninami",0
"Cerkno","M Strokovne, znanstvene in tehniène dejavnosti",7344
"Cerkno","N Druge raznovrstne poslovne dejavnosti",0
"Cerkno","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",508684
"Cerkno","P Izobraževanje",178082
"Cerkno","Q Zdravstvo in socialno varstvo",21468
"Cerkno","R Kulturne, razvedrilne in rekreacijske dejavnosti",21482
"Cerkno","S Druge dejavnosti",35689
"Cerkno","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Cerkno","U Dejavnost eksteritorialnih organizacij in teles",0
"Cerkno","X Neznano",31683
"Cerkvenjak","SKD Dejavnost - SKUPAJ",1885664
"Cerkvenjak","A Kmetijstvo in lov, gozdarstvo, ribištvo",14271
"Cerkvenjak","B Rudarstvo",0
"Cerkvenjak","C Predelovalne dejavnosti",17281
"Cerkvenjak","D Oskrba z elektrièno energijo, plinom in paro",0
"Cerkvenjak","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",50528
"Cerkvenjak","F Gradbeništvo",349816
"Cerkvenjak","G Trgovina, vzdrževanje in popravila motornih vozil",284865
"Cerkvenjak","H Promet in skladišèenje",300877
"Cerkvenjak","I Gostinstvo",78772
"Cerkvenjak","J Informacijske in komunikacijske dejavnosti",153317
"Cerkvenjak","K Finanène in zavarovalniške dejavnosti",0
"Cerkvenjak","L Poslovanje z nepremièninami",81241
"Cerkvenjak","M Strokovne, znanstvene in tehniène dejavnosti",6
"Cerkvenjak","N Druge raznovrstne poslovne dejavnosti",88
"Cerkvenjak","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",163262
"Cerkvenjak","P Izobraževanje",143237
"Cerkvenjak","Q Zdravstvo in socialno varstvo",7612
"Cerkvenjak","R Kulturne, razvedrilne in rekreacijske dejavnosti",447
"Cerkvenjak","S Druge dejavnosti",15496
"Cerkvenjak","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Cerkvenjak","U Dejavnost eksteritorialnih organizacij in teles",0
"Cerkvenjak","X Neznano",224548
"Cirkulane","SKD Dejavnost - SKUPAJ",3103618
"Cirkulane","A Kmetijstvo in lov, gozdarstvo, ribištvo",3241
"Cirkulane","B Rudarstvo",0
"Cirkulane","C Predelovalne dejavnosti",2194388
"Cirkulane","D Oskrba z elektrièno energijo, plinom in paro",7
"Cirkulane","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",164146
"Cirkulane","F Gradbeništvo",381
"Cirkulane","G Trgovina, vzdrževanje in popravila motornih vozil",149971
"Cirkulane","H Promet in skladišèenje",9981
"Cirkulane","I Gostinstvo",103464
"Cirkulane","J Informacijske in komunikacijske dejavnosti",82891
"Cirkulane","K Finanène in zavarovalniške dejavnosti",2422
"Cirkulane","L Poslovanje z nepremièninami",1055
"Cirkulane","M Strokovne, znanstvene in tehniène dejavnosti",2469
"Cirkulane","N Druge raznovrstne poslovne dejavnosti",0
"Cirkulane","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",173170
"Cirkulane","P Izobraževanje",121846
"Cirkulane","Q Zdravstvo in socialno varstvo",11068
"Cirkulane","R Kulturne, razvedrilne in rekreacijske dejavnosti",17352
"Cirkulane","S Druge dejavnosti",8407
"Cirkulane","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Cirkulane","U Dejavnost eksteritorialnih organizacij in teles",0
"Cirkulane","X Neznano",57359
"Èrenšovci","SKD Dejavnost - SKUPAJ",2215627
"Èrenšovci","A Kmetijstvo in lov, gozdarstvo, ribištvo",81
"Èrenšovci","B Rudarstvo",0
"Èrenšovci","C Predelovalne dejavnosti",607765
"Èrenšovci","D Oskrba z elektrièno energijo, plinom in paro",30
"Èrenšovci","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",3853
"Èrenšovci","F Gradbeništvo",86750
"Èrenšovci","G Trgovina, vzdrževanje in popravila motornih vozil",280430
"Èrenšovci","H Promet in skladišèenje",65620
"Èrenšovci","I Gostinstvo",123481
"Èrenšovci","J Informacijske in komunikacijske dejavnosti",141005
"Èrenšovci","K Finanène in zavarovalniške dejavnosti",28593
"Èrenšovci","L Poslovanje z nepremièninami",551
"Èrenšovci","M Strokovne, znanstvene in tehniène dejavnosti",13653
"Èrenšovci","N Druge raznovrstne poslovne dejavnosti",0
"Èrenšovci","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",454719
"Èrenšovci","P Izobraževanje",254885
"Èrenšovci","Q Zdravstvo in socialno varstvo",19302
"Èrenšovci","R Kulturne, razvedrilne in rekreacijske dejavnosti",52
"Èrenšovci","S Druge dejavnosti",57722
"Èrenšovci","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Èrenšovci","U Dejavnost eksteritorialnih organizacij in teles",0
"Èrenšovci","X Neznano",77135
"Èrna na Koroškem","SKD Dejavnost - SKUPAJ",64672781
"Èrna na Koroškem","A Kmetijstvo in lov, gozdarstvo, ribištvo",9911
"Èrna na Koroškem","B Rudarstvo",0
"Èrna na Koroškem","C Predelovalne dejavnosti",62381489
"Èrna na Koroškem","D Oskrba z elektrièno energijo, plinom in paro",24049
"Èrna na Koroškem","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",14058
"Èrna na Koroškem","F Gradbeništvo",35484
"Èrna na Koroškem","G Trgovina, vzdrževanje in popravila motornih vozil",364958
"Èrna na Koroškem","H Promet in skladišèenje",13756
"Èrna na Koroškem","I Gostinstvo",241080
"Èrna na Koroškem","J Informacijske in komunikacijske dejavnosti",364463
"Èrna na Koroškem","K Finanène in zavarovalniške dejavnosti",8907
"Èrna na Koroškem","L Poslovanje z nepremièninami",27712
"Èrna na Koroškem","M Strokovne, znanstvene in tehniène dejavnosti",33870
"Èrna na Koroškem","N Druge raznovrstne poslovne dejavnosti",39
"Èrna na Koroškem","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",409935
"Èrna na Koroškem","P Izobraževanje",171610
"Èrna na Koroškem","Q Zdravstvo in socialno varstvo",420758
"Èrna na Koroškem","R Kulturne, razvedrilne in rekreacijske dejavnosti",20218
"Èrna na Koroškem","S Druge dejavnosti",32027
"Èrna na Koroškem","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Èrna na Koroškem","U Dejavnost eksteritorialnih organizacij in teles",0
"Èrna na Koroškem","X Neznano",98457
"Èrnomelj","SKD Dejavnost - SKUPAJ",54267186
"Èrnomelj","A Kmetijstvo in lov, gozdarstvo, ribištvo",42264
"Èrnomelj","B Rudarstvo",0
"Èrnomelj","C Predelovalne dejavnosti",42491541
"Èrnomelj","D Oskrba z elektrièno energijo, plinom in paro",308893
"Èrnomelj","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",1228440
"Èrnomelj","F Gradbeništvo",338046
"Èrnomelj","G Trgovina, vzdrževanje in popravila motornih vozil",3725106
"Èrnomelj","H Promet in skladišèenje",225515
"Èrnomelj","I Gostinstvo",1151645
"Èrnomelj","J Informacijske in komunikacijske dejavnosti",842581
"Èrnomelj","K Finanène in zavarovalniške dejavnosti",123171
"Èrnomelj","L Poslovanje z nepremièninami",152290
"Èrnomelj","M Strokovne, znanstvene in tehniène dejavnosti",184804
"Èrnomelj","N Druge raznovrstne poslovne dejavnosti",11552
"Èrnomelj","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",1002344
"Èrnomelj","P Izobraževanje",996819
"Èrnomelj","Q Zdravstvo in socialno varstvo",781265
"Èrnomelj","R Kulturne, razvedrilne in rekreacijske dejavnosti",83853
"Èrnomelj","S Druge dejavnosti",100950
"Èrnomelj","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Èrnomelj","U Dejavnost eksteritorialnih organizacij in teles",0
"Èrnomelj","X Neznano",476107
"Destrnik","SKD Dejavnost - SKUPAJ",1884877
"Destrnik","A Kmetijstvo in lov, gozdarstvo, ribištvo",93283
"Destrnik","B Rudarstvo",0
"Destrnik","C Predelovalne dejavnosti",19255
"Destrnik","D Oskrba z elektrièno energijo, plinom in paro",559192
"Destrnik","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",214223
"Destrnik","F Gradbeništvo",76026
"Destrnik","G Trgovina, vzdrževanje in popravila motornih vozil",73774
"Destrnik","H Promet in skladišèenje",0
"Destrnik","I Gostinstvo",34929
"Destrnik","J Informacijske in komunikacijske dejavnosti",122236
"Destrnik","K Finanène in zavarovalniške dejavnosti",0
"Destrnik","L Poslovanje z nepremièninami",0
"Destrnik","M Strokovne, znanstvene in tehniène dejavnosti",0
"Destrnik","N Druge raznovrstne poslovne dejavnosti",0
"Destrnik","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",285840
"Destrnik","P Izobraževanje",344728
"Destrnik","Q Zdravstvo in socialno varstvo",4634
"Destrnik","R Kulturne, razvedrilne in rekreacijske dejavnosti",0
"Destrnik","S Druge dejavnosti",21131
"Destrnik","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Destrnik","U Dejavnost eksteritorialnih organizacij in teles",0
"Destrnik","X Neznano",35626
"Divaèa","SKD Dejavnost - SKUPAJ",17271209
"Divaèa","A Kmetijstvo in lov, gozdarstvo, ribištvo",39852
"Divaèa","B Rudarstvo",0
"Divaèa","C Predelovalne dejavnosti",9498238
"Divaèa","D Oskrba z elektrièno energijo, plinom in paro",47
"Divaèa","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",360536
"Divaèa","F Gradbeništvo",3895179
"Divaèa","G Trgovina, vzdrževanje in popravila motornih vozil",546394
"Divaèa","H Promet in skladišèenje",259123
"Divaèa","I Gostinstvo",445097
"Divaèa","J Informacijske in komunikacijske dejavnosti",257185
"Divaèa","K Finanène in zavarovalniške dejavnosti",19666
"Divaèa","L Poslovanje z nepremièninami",375484
"Divaèa","M Strokovne, znanstvene in tehniène dejavnosti",70640
"Divaèa","N Druge raznovrstne poslovne dejavnosti",75962
"Divaèa","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",453991
"Divaèa","P Izobraževanje",233452
"Divaèa","Q Zdravstvo in socialno varstvo",29030
"Divaèa","R Kulturne, razvedrilne in rekreacijske dejavnosti",228283
"Divaèa","S Druge dejavnosti",27881
"Divaèa","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Divaèa","U Dejavnost eksteritorialnih organizacij in teles",0
"Divaèa","X Neznano",455169
"Dobje","SKD Dejavnost - SKUPAJ",349665
"Dobje","A Kmetijstvo in lov, gozdarstvo, ribištvo",2148
"Dobje","B Rudarstvo",0
"Dobje","C Predelovalne dejavnosti",29799
"Dobje","D Oskrba z elektrièno energijo, plinom in paro",75
"Dobje","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",8754
"Dobje","F Gradbeništvo",0
"Dobje","G Trgovina, vzdrževanje in popravila motornih vozil",142087
"Dobje","H Promet in skladišèenje",1938
"Dobje","I Gostinstvo",27770
"Dobje","J Informacijske in komunikacijske dejavnosti",7622
"Dobje","K Finanène in zavarovalniške dejavnosti",0
"Dobje","L Poslovanje z nepremièninami",0
"Dobje","M Strokovne, znanstvene in tehniène dejavnosti",0
"Dobje","N Druge raznovrstne poslovne dejavnosti",238
"Dobje","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",37025
"Dobje","P Izobraževanje",58131
"Dobje","Q Zdravstvo in socialno varstvo",0
"Dobje","R Kulturne, razvedrilne in rekreacijske dejavnosti",0
"Dobje","S Druge dejavnosti",474
"Dobje","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Dobje","U Dejavnost eksteritorialnih organizacij in teles",0
"Dobje","X Neznano",33604
"Dobrepolje","SKD Dejavnost - SKUPAJ",5936371
"Dobrepolje","A Kmetijstvo in lov, gozdarstvo, ribištvo",2270
"Dobrepolje","B Rudarstvo",0
"Dobrepolje","C Predelovalne dejavnosti",3094450
"Dobrepolje","D Oskrba z elektrièno energijo, plinom in paro",46270
"Dobrepolje","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",86906
"Dobrepolje","F Gradbeništvo",549662
"Dobrepolje","G Trgovina, vzdrževanje in popravila motornih vozil",449668
"Dobrepolje","H Promet in skladišèenje",52600
"Dobrepolje","I Gostinstvo",111279
"Dobrepolje","J Informacijske in komunikacijske dejavnosti",97431
"Dobrepolje","K Finanène in zavarovalniške dejavnosti",11738
"Dobrepolje","L Poslovanje z nepremièninami",121711
"Dobrepolje","M Strokovne, znanstvene in tehniène dejavnosti",6262
"Dobrepolje","N Druge raznovrstne poslovne dejavnosti",0
"Dobrepolje","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",255758
"Dobrepolje","P Izobraževanje",162218
"Dobrepolje","Q Zdravstvo in socialno varstvo",826418
"Dobrepolje","R Kulturne, razvedrilne in rekreacijske dejavnosti",997
"Dobrepolje","S Druge dejavnosti",21790
"Dobrepolje","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Dobrepolje","U Dejavnost eksteritorialnih organizacij in teles",0
"Dobrepolje","X Neznano",38943
"Dobrna","SKD Dejavnost - SKUPAJ",5363607
"Dobrna","A Kmetijstvo in lov, gozdarstvo, ribištvo",485
"Dobrna","B Rudarstvo",0
"Dobrna","C Predelovalne dejavnosti",212461
"Dobrna","D Oskrba z elektrièno energijo, plinom in paro",1014
"Dobrna","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",310569
"Dobrna","F Gradbeništvo",10271
"Dobrna","G Trgovina, vzdrževanje in popravila motornih vozil",599182
"Dobrna","H Promet in skladišèenje",1949
"Dobrna","I Gostinstvo",3256510
"Dobrna","J Informacijske in komunikacijske dejavnosti",139131
"Dobrna","K Finanène in zavarovalniške dejavnosti",0
"Dobrna","L Poslovanje z nepremièninami",0
"Dobrna","M Strokovne, znanstvene in tehniène dejavnosti",571
"Dobrna","N Druge raznovrstne poslovne dejavnosti",0
"Dobrna","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",156471
"Dobrna","P Izobraževanje",148548
"Dobrna","Q Zdravstvo in socialno varstvo",423607
"Dobrna","R Kulturne, razvedrilne in rekreacijske dejavnosti",0
"Dobrna","S Druge dejavnosti",8569
"Dobrna","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Dobrna","U Dejavnost eksteritorialnih organizacij in teles",0
"Dobrna","X Neznano",94269
"Dobrova - Polhov Gradec","SKD Dejavnost - SKUPAJ",4588146
"Dobrova - Polhov Gradec","A Kmetijstvo in lov, gozdarstvo, ribištvo",3325
"Dobrova - Polhov Gradec","B Rudarstvo",0
"Dobrova - Polhov Gradec","C Predelovalne dejavnosti",1299459
"Dobrova - Polhov Gradec","D Oskrba z elektrièno energijo, plinom in paro",15355
"Dobrova - Polhov Gradec","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",204472
"Dobrova - Polhov Gradec","F Gradbeništvo",91984
"Dobrova - Polhov Gradec","G Trgovina, vzdrževanje in popravila motornih vozil",637834
"Dobrova - Polhov Gradec","H Promet in skladišèenje",44262
"Dobrova - Polhov Gradec","I Gostinstvo",218428
"Dobrova - Polhov Gradec","J Informacijske in komunikacijske dejavnosti",356746
"Dobrova - Polhov Gradec","K Finanène in zavarovalniške dejavnosti",5463
"Dobrova - Polhov Gradec","L Poslovanje z nepremièninami",0
"Dobrova - Polhov Gradec","M Strokovne, znanstvene in tehniène dejavnosti",506035
"Dobrova - Polhov Gradec","N Druge raznovrstne poslovne dejavnosti",0
"Dobrova - Polhov Gradec","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",552096
"Dobrova - Polhov Gradec","P Izobraževanje",406494
"Dobrova - Polhov Gradec","Q Zdravstvo in socialno varstvo",26595
"Dobrova - Polhov Gradec","R Kulturne, razvedrilne in rekreacijske dejavnosti",47012
"Dobrova - Polhov Gradec","S Druge dejavnosti",54796
"Dobrova - Polhov Gradec","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Dobrova - Polhov Gradec","U Dejavnost eksteritorialnih organizacij in teles",0
"Dobrova - Polhov Gradec","X Neznano",117790
"Dobrovnik/Dobronak","SKD Dejavnost - SKUPAJ",3301529
"Dobrovnik/Dobronak","A Kmetijstvo in lov, gozdarstvo, ribištvo",4908
"Dobrovnik/Dobronak","B Rudarstvo",547250
"Dobrovnik/Dobronak","C Predelovalne dejavnosti",174317
"Dobrovnik/Dobronak","D Oskrba z elektrièno energijo, plinom in paro",148688
"Dobrovnik/Dobronak","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",4923
"Dobrovnik/Dobronak","F Gradbeništvo",0
"Dobrovnik/Dobronak","G Trgovina, vzdrževanje in popravila motornih vozil",256734
"Dobrovnik/Dobronak","H Promet in skladišèenje",12613
"Dobrovnik/Dobronak","I Gostinstvo",78167
"Dobrovnik/Dobronak","J Informacijske in komunikacijske dejavnosti",80547
"Dobrovnik/Dobronak","K Finanène in zavarovalniške dejavnosti",848
"Dobrovnik/Dobronak","L Poslovanje z nepremièninami",281
"Dobrovnik/Dobronak","M Strokovne, znanstvene in tehniène dejavnosti",1529616
"Dobrovnik/Dobronak","N Druge raznovrstne poslovne dejavnosti",0
"Dobrovnik/Dobronak","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",319032
"Dobrovnik/Dobronak","P Izobraževanje",103350
"Dobrovnik/Dobronak","Q Zdravstvo in socialno varstvo",10330
"Dobrovnik/Dobronak","R Kulturne, razvedrilne in rekreacijske dejavnosti",0
"Dobrovnik/Dobronak","S Druge dejavnosti",22262
"Dobrovnik/Dobronak","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0
"Dobrovnik/Dobronak","U Dejavnost eksteritorialnih organizacij in teles",0
"Dobrovnik/Dobronak","X Neznano",7663
"Dol pri Ljubljani","SKD Dejavnost - SKUPAJ",8364273
"Dol pri Ljubljani","A Kmetijstvo in lov, gozdarstvo, ribištvo",34915
"Dol pri Ljubljani","B Rudarstvo",0
"Dol pri Ljubljani","C Predelovalne dejavnosti",3854414
"Dol pri Ljubljani","D Oskrba z elektrièno energijo, plinom in paro",12530
"Dol pri Ljubljani","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",27658
"Dol pri Ljubljani","F Gradbeništvo",19610
"Dol pri Ljubljani","G Trgovina, vzdrževanje in popravila motornih vozil",1267616
"Dol pri Ljubljani","H Promet in skladišèenje",99052
"Dol pri Ljubljani","I Gostinstvo",150798
"Dol pri Ljubljani","J Informacijske in komunikacijske dejavnosti",230406
"Dol pri Ljubljani","K Finanène in zavarovalniške dejavnosti",0
"Dol pri Ljubljani","L Poslovanje z nepremièninami",197158
